gene_symbol	biotype
Clec12b	protein_coding
Clec14a	protein_coding
Clec16a	protein_coding
Clec18a	protein_coding
Clec1a	protein_coding
Clec1b	protein_coding
Clec2d	protein_coding
Clec2e	protein_coding
Clec2f	protein_coding
Clec2g	protein_coding
Clec2h	protein_coding
Clec2i	protein_coding
Clec2j	unprocessed_pseudogene
Clec2l	protein_coding
Clec2m	protein_coding
Clec3a	protein_coding
Clec3b	protein_coding
Clec4a1	protein_coding
Clec4a2	protein_coding
Clec4a3	protein_coding
Clec4a4	protein_coding
Clec4b1	protein_coding
Clec4b2	protein_coding
Clec4d	protein_coding
Clec4e	protein_coding
Clec4f	protein_coding
Clec4g	protein_coding
Clec4n	protein_coding
Clec5a	protein_coding
Clec7a	protein_coding
Clec9a	protein_coding
Clgn	protein_coding
Clhc1	protein_coding
Clic1	protein_coding
Clic3	protein_coding
Clic4	protein_coding
Clic5	protein_coding
Clic6	protein_coding
Clint1	protein_coding
Clip1	protein_coding
Clip2	protein_coding
Clip3	protein_coding
Clip4	protein_coding
Clk1	protein_coding
Clk2	protein_coding
Clk3	protein_coding
Clk4	protein_coding
Clmn	protein_coding
Clmp	protein_coding
Cln3	protein_coding
Cln5	protein_coding
Cln6	protein_coding
Cln8	protein_coding
Clnk	protein_coding
Clnkos	lncRNA
Clns1a	protein_coding
Clock	protein_coding
Clp1	protein_coding
Clpb	protein_coding
Clpp	protein_coding
Clps	protein_coding
Clpsl2	protein_coding
Clptm1	protein_coding
Clptm1l	protein_coding
Clpx	protein_coding
Clrn1	protein_coding
Clrn2	protein_coding
Clrn3	protein_coding
Clspn	protein_coding
Clstn1	protein_coding
Clstn2	protein_coding
Clstn3	protein_coding
Clta	protein_coding
Cltb	protein_coding
Cltc	protein_coding
Cltrn	protein_coding
Clu	protein_coding
Cluap1	protein_coding
Cluh	protein_coding
Clvs1	protein_coding
Clvs2	protein_coding
Clxn	protein_coding
Clybl	protein_coding
Cma1	protein_coding
Cma2	protein_coding
Cmah	protein_coding
Cmas	protein_coding
Cmbl	protein_coding
Cmc1	protein_coding
Cmc2	protein_coding
Cmc4	protein_coding
Cmip	protein_coding
Cmklr1	protein_coding
Cmklr2	protein_coding
Cmpk1	protein_coding
Cmpk2	protein_coding
Cmss1	protein_coding
Cmtm1	protein_coding
Cmtm2a	protein_coding
Cmtm2b	protein_coding
Cmtm3	protein_coding
Cmtm4	protein_coding
Cmtm5	protein_coding
Cmtm6	protein_coding
Cmtm7	protein_coding
Cmtm8	protein_coding
Cmtr1	protein_coding
Cmtr2	protein_coding
Cmya5	protein_coding
Cnbd1	protein_coding
Cnbd2	protein_coding
Cnbp	protein_coding
Cndp1	protein_coding
Cndp2	protein_coding
Cnep1r1	protein_coding
Cnfn	protein_coding
Cnga1	protein_coding
Cnga2	protein_coding
Cnga3	protein_coding
Cnga4	protein_coding
Cngb1	protein_coding
Cngb3	protein_coding
Cnih1	protein_coding
Cnih2	protein_coding
Cnih3	protein_coding
Cnih4	protein_coding
Cnksr1	protein_coding
Cnksr2	protein_coding
Cnksr3	protein_coding
Cnmd	protein_coding
Cnn1	protein_coding
Cnn2	protein_coding
Cnn2-ps	processed_pseudogene
Cnn3	protein_coding
Cnnm1	protein_coding
Cnnm2	protein_coding
Cnnm3	protein_coding
Cnnm4	protein_coding
Cnot1	protein_coding
Cnot10	protein_coding
Cnot11	protein_coding
Cnot2	protein_coding
Cnot3	protein_coding
Cnot4	protein_coding
Cnot6	protein_coding
Cnot6l	protein_coding
Cnot7	protein_coding
Cnot8	protein_coding
Cnot9	protein_coding
Cnp	protein_coding
Cnppd1	protein_coding
Cnpy1	protein_coding
Cnpy2	protein_coding
Cnpy3	protein_coding
Cnpy4	protein_coding
Cnr1	protein_coding
Cnr2	protein_coding
Cnrip1	protein_coding
Cnst	protein_coding
Cntd1	protein_coding
Cntf	protein_coding
Cntfr	protein_coding
Cntln	protein_coding
Cntn1	protein_coding
Cntn2	protein_coding
Cntn3	protein_coding
Cntn4	protein_coding
Cntn5	protein_coding
Cntn6	protein_coding
Cntnap1	protein_coding
Cntnap2	protein_coding
Cntnap3	protein_coding
Cntnap4	protein_coding
Cntnap5a	protein_coding
Cntnap5b	protein_coding
Cntnap5c	protein_coding
Cntrl	protein_coding
Cntrob	protein_coding
Cntrobos	lncRNA
Coa3	protein_coding
Coa4	protein_coding
Coa5	protein_coding
Coa6	protein_coding
Coa7	protein_coding
Coa8	protein_coding
Coasy	protein_coding
Cobl	protein_coding
Cobll1	protein_coding
Coch	protein_coding
Cog1	protein_coding
Cog2	protein_coding
Cog3	protein_coding
Cog4	protein_coding
Cog5	protein_coding
Cog6	protein_coding
Cog7	protein_coding
Cog8	protein_coding
Coil	protein_coding
Col10a1	protein_coding
Col11a1	protein_coding
Col11a2	protein_coding
Col12a1	protein_coding
Col13a1	protein_coding
Col14a1	protein_coding
Col15a1	protein_coding
Col16a1	protein_coding
Col17a1	protein_coding
Col18a1	protein_coding
Col19a1	protein_coding
Col1a1	protein_coding
Col1a2	protein_coding
Col20a1	protein_coding
Col22a1	protein_coding
Col23a1	protein_coding
Col24a1	protein_coding
Col25a1	protein_coding
Col26a1	protein_coding
Col27a1	protein_coding
Col28a1	protein_coding
Col2a1	protein_coding
Col3a1	protein_coding
Col4a1	protein_coding
Col4a2	protein_coding
Col4a3	protein_coding
Col4a4	protein_coding
Col4a5	protein_coding
Col4a6	protein_coding
Col5a1	protein_coding
Col5a2	protein_coding
Col5a3	protein_coding
Col6a1	protein_coding
Col6a2	protein_coding
Col6a3	protein_coding
Col6a4	protein_coding
Col6a5	protein_coding
Col6a6	protein_coding
Col7a1	protein_coding
Col8a1	protein_coding
Col8a2	protein_coding
Col9a1	protein_coding
Col9a2	protein_coding
Col9a3	protein_coding
Colec10	protein_coding
Colec11	protein_coding
Colec12	protein_coding
Colgalt1	protein_coding
Colgalt2	protein_coding
Colq	protein_coding
Commd1	protein_coding
Commd10	protein_coding
Commd1b	protein_coding
Commd2	protein_coding
Commd3	protein_coding
Commd4	protein_coding
Commd5	protein_coding
Commd6	protein_coding
Commd7	protein_coding
Commd8	protein_coding
Commd9	protein_coding
Comp	protein_coding
Comt	protein_coding
Comtd1	protein_coding
Cop1	protein_coding
Copa	protein_coding
Copb1	protein_coding
Copb2	protein_coding
Cope	protein_coding
Copg1	protein_coding
Copg2	protein_coding
Coprs	protein_coding
Cops2	protein_coding
Cops3	protein_coding
Cops4	protein_coding
Cops5	protein_coding
Cops6	protein_coding
Cops7a	protein_coding
Cops7b	protein_coding
Cops8	protein_coding
Cops9	protein_coding
Copz1	protein_coding
Copz2	protein_coding
Coq10a	protein_coding
Coq10b	protein_coding
Coq2	protein_coding
Coq3	protein_coding
Coq4	protein_coding
Coq5	protein_coding
Coq6	protein_coding
Coq7	protein_coding
Coq8a	protein_coding
Coq8b	protein_coding
Coq9	protein_coding
Corin	protein_coding
Coro1a	protein_coding
Coro1b	protein_coding
Coro1c	protein_coding
Coro2a	protein_coding
Coro2b	protein_coding
Coro6	protein_coding
Coro7	protein_coding
Cort	protein_coding
Cotl1	protein_coding
Cox10	protein_coding
Cox11	protein_coding
Cox14	protein_coding
Cox15	protein_coding
Cox16	protein_coding
Cox17	protein_coding
Cox18	protein_coding
Cox19	protein_coding
Cox20	protein_coding
Cox20b	processed_pseudogene
Cox4i1	protein_coding
Cox4i2	protein_coding
Cox5a	protein_coding
Cox5b	protein_coding
Cox5b-ps	protein_coding
Cox6a1	protein_coding
Cox6a2	protein_coding
Cox6b1	protein_coding
Cox6b2	protein_coding
Cox6c	protein_coding
Cox6c2	processed_pseudogene
Cox7a1	protein_coding
Cox7a2	protein_coding
Cox7a2l	protein_coding
Cox7b	protein_coding
Cox7b2	protein_coding
Cox7c	protein_coding
Cox7c-ps1	transcribed_processed_pseudogene
Cox8a	protein_coding
Cox8b	protein_coding
Cox8c	protein_coding
Cp	protein_coding
Cpa1	protein_coding
Cpa2	protein_coding
Cpa3	protein_coding
Cpa4	protein_coding
Cpa5	protein_coding
Cpa6	protein_coding
Cpb1	protein_coding
Cpb2	protein_coding
Cpd	protein_coding
Cpe	protein_coding
Cpeb1	protein_coding
Cpeb1os1	TEC
Cpeb2	protein_coding
Cpeb3	protein_coding
Cpeb4	protein_coding
Cped1	protein_coding
Cphx1	protein_coding
Cplane1	protein_coding
Cplane2	protein_coding
Cplx1	protein_coding
Cplx2	protein_coding
Cplx3	protein_coding
Cplx4	protein_coding
Cpm	protein_coding
Cpn1	protein_coding
Cpn2	protein_coding
Cpne1	protein_coding
Cpne2	protein_coding
Cpne3	protein_coding
Cpne4	protein_coding
Cpne5	protein_coding
Cpne6	protein_coding
Cpne7	protein_coding
Cpne8	protein_coding
Cpne9	protein_coding
Cpox	protein_coding
Cpped1	protein_coding
Cpq	protein_coding
Cps1	protein_coding
Cpsf1	protein_coding
Cpsf2	protein_coding
Cpsf3	protein_coding
Cpsf4	protein_coding
Cpsf4l	protein_coding
Cpsf6	protein_coding
Cpsf7	protein_coding
Cpt1a	protein_coding
Cpt1b	protein_coding
Cpt1c	protein_coding
Cpt2	protein_coding
Cptp	protein_coding
Cpvl	protein_coding
Cpxcr1	protein_coding
Cpxm1	protein_coding
Cpxm2	protein_coding
Cpz	protein_coding
Cr1l	protein_coding
Cr2	protein_coding
Crabp1	protein_coding
Crabp2	protein_coding
Cracd	protein_coding
Cracdl	protein_coding
Cracr2a	protein_coding
Cracr2b	protein_coding
Cradd	protein_coding
Cramp1	protein_coding
Crat	protein_coding
Crb1	protein_coding
Crb1-ps	processed_pseudogene
Crb2	protein_coding
Crb3	protein_coding
Crbn	protein_coding
Crcp	protein_coding
Crct1	protein_coding
Creb1	protein_coding
Creb3	protein_coding
Creb3l1	protein_coding
Creb3l2	protein_coding
Creb3l3	protein_coding
Creb3l4	protein_coding
Creb5	protein_coding
Crebbp	protein_coding
Crebl2	protein_coding
Crebrf	protein_coding
Crebzf	protein_coding
Creg1	protein_coding
Creg2	protein_coding
Creld1	protein_coding
Creld2	protein_coding
Crem	protein_coding
Crh	protein_coding
Crhbp	protein_coding
Crhr1	protein_coding
Crhr2	protein_coding
Crim1	protein_coding
Crip1	protein_coding
Crip2	protein_coding
Crip3	protein_coding
Cript	protein_coding
Cripto	protein_coding
Crisp1	protein_coding
Crisp2	protein_coding
Crisp3	protein_coding
Crisp4	protein_coding
Crispld1	protein_coding
Crispld2	protein_coding
Crk	protein_coding
Crkl	protein_coding
Crlf1	protein_coding
Crlf2	protein_coding
Crlf3	protein_coding
Crls1	protein_coding
Crmp1	protein_coding
Crnde	lncRNA
Crnkl1	protein_coding
Crnn	protein_coding
Crocc	protein_coding
Crocc2	protein_coding
Crot	protein_coding
Crp	protein_coding
Crppa	protein_coding
Crry-ps	processed_pseudogene
Crs-ps	unprocessed_pseudogene
Crtac1	protein_coding
Crtam	protein_coding
Crtap	protein_coding
Crtc1	protein_coding
Crtc2	protein_coding
Crtc3	protein_coding
Crx	protein_coding
Crxos	lncRNA
Cry1	protein_coding
Cry2	protein_coding
Cryaa	protein_coding
Cryab	protein_coding
Cryba1	protein_coding
Cryba2	protein_coding
Cryba4	protein_coding
Crybb1	protein_coding
Crybb2	protein_coding
Crybb3	protein_coding
Crybg1	protein_coding
Crybg2	protein_coding
Crybg3	protein_coding
Cryga	protein_coding
Crygb	protein_coding
Crygc	protein_coding
Crygd	protein_coding
Cryge	protein_coding
Crygf	protein_coding
Crygn	protein_coding
Crygs	protein_coding
Cryl1	protein_coding
Crym	protein_coding
Cryz	protein_coding
Cryzl1	protein_coding
Cryzl2	protein_coding
Cs	protein_coding
Csad	protein_coding
Csdc2	protein_coding
Csde1	protein_coding
Cse1l	protein_coding
Csf1	protein_coding
Csf1r	protein_coding
Csf1r-ps	processed_pseudogene
Csf2	protein_coding
Csf2ra	protein_coding
Csf2rb	protein_coding
Csf2rb2	protein_coding
Csf3	protein_coding
Csf3r	protein_coding
Csgalnact1	protein_coding
Csgalnact2	protein_coding
Csk	protein_coding
Csl	protein_coding
Csmd1	protein_coding
Csmd2	protein_coding
Csmd2os	lncRNA
Csmd3	protein_coding
Csn1s1	protein_coding
Csn1s2a	protein_coding
Csn1s2b	protein_coding
Csn2	protein_coding
Csn3	protein_coding
Csnk1a1	protein_coding
Csnk1d	protein_coding
Csnk1e	protein_coding
Csnk1g1	protein_coding
Csnk1g2	protein_coding
Csnk1g3	protein_coding
Csnk2a1	protein_coding
Csnk2a1-ps1	processed_pseudogene
Csnk2a1-ps2	processed_pseudogene
Csnk2a1-ps3	transcribed_processed_pseudogene
Csnk2a1-ps4	processed_pseudogene
Csnk2a2	protein_coding
Csnk2b	protein_coding
Csnka2ip	protein_coding
Cspg4	protein_coding
Cspg4b	protein_coding
Cspg5	protein_coding
Cspp1	protein_coding
Csrnp1	protein_coding
Csrnp2	protein_coding
Csrnp3	protein_coding
Csrp1	protein_coding
Csrp2	protein_coding
Csrp3	protein_coding
Cst11	protein_coding
Cst12	protein_coding
Cst13	protein_coding
Cst3	protein_coding
Cst5	protein_coding
Cst6	protein_coding
Cst7	protein_coding
Cst8	protein_coding
Cst9	protein_coding
Csta1	protein_coding
Csta2	protein_coding
Csta3	protein_coding
Cstad	protein_coding
Cstb	protein_coding
Cstdc1	protein_coding
Cstdc2	protein_coding
Cstdc3	transcribed_unprocessed_pseudogene
Cstdc4	protein_coding
Cstdc5	protein_coding
Cstdc6	protein_coding
Cstdc7	processed_pseudogene
Cstf1	protein_coding
Cstf2	protein_coding
Cstf2t	protein_coding
Cstf3	protein_coding
Cstl1	protein_coding
Cstpp1	protein_coding
Ct45a	protein_coding
Ct47	protein_coding
Ct55	protein_coding
Ctag2	protein_coding
Ctag2l1	protein_coding
Ctag2l2	protein_coding
Ctbp1	protein_coding
Ctbp2	protein_coding
Ctbs	protein_coding
Ctc1	protein_coding
Ctcf	protein_coding
Ctcfl	protein_coding
Ctcflos	lncRNA
Ctdnep1	protein_coding
Ctdp1	protein_coding
Ctdsp1	protein_coding
Ctdsp2	protein_coding
Ctdsp2-ps	processed_pseudogene
Ctdspl	protein_coding
Ctdspl2	protein_coding
Ctf1	protein_coding
Ctf2	protein_coding
Cth	protein_coding
Cthrc1	protein_coding
Ctif	protein_coding
Ctla2a	protein_coding
Ctla2b	protein_coding
Ctla4	protein_coding
Ctnna1	protein_coding
Ctnna2	protein_coding
Ctnna3	protein_coding
Ctnnal1	protein_coding
Ctnnb1	protein_coding
Ctnnbip1	protein_coding
Ctnnbl1	protein_coding
Ctnnd1	protein_coding
Ctnnd2	protein_coding
Ctns	protein_coding
Ctps1	protein_coding
Ctps2	protein_coding
Ctr9	protein_coding
Ctrb1	protein_coding
Ctrc	protein_coding
Ctrcos	lncRNA
Ctrl	protein_coding
Cts3	protein_coding
Cts6	protein_coding
Cts7	protein_coding
Cts7-ps	unprocessed_pseudogene
Cts8	protein_coding
Cts8-ps	lncRNA
Ctsa	protein_coding
Ctsb	protein_coding
Ctsc	protein_coding
Ctsd	protein_coding
Ctse	protein_coding
Ctsf	protein_coding
Ctsg	protein_coding
Ctsh	protein_coding
Ctsj	protein_coding
Ctsk	protein_coding
Ctsl	protein_coding
Ctsll3	protein_coding
Ctsm	protein_coding
Ctsm-ps	unprocessed_pseudogene
Ctso	protein_coding
Ctsq	protein_coding
Ctsr	protein_coding
Ctss	protein_coding
Ctsw	protein_coding
Ctsz	protein_coding
Cttn	protein_coding
Cttnbp2	protein_coding
Cttnbp2nl	protein_coding
Ctu1	protein_coding
Ctu2	protein_coding
Ctxn1	protein_coding
Ctxn2	protein_coding
Ctxn3	protein_coding
Ctxnd1	protein_coding
Ctxnd2	protein_coding
Cubn	protein_coding
Cuedc1	protein_coding
Cuedc2	protein_coding
Cul1	protein_coding
Cul2	protein_coding
Cul3	protein_coding
Cul4a	protein_coding
Cul4b	protein_coding
Cul5	protein_coding
Cul7	protein_coding
Cul9	protein_coding
Cuta	protein_coding
Cutal	protein_coding
Cutc	protein_coding
Cux1	protein_coding
Cux2	protein_coding
Cuzd1	protein_coding
Cwc15	protein_coding
Cwc22	protein_coding
Cwc22rt1	protein_coding
Cwc22rt2	protein_coding
Cwc22rt3	protein_coding
Cwc22rt4	protein_coding
Cwc22rt5	protein_coding
Cwc22rt6	protein_coding
Cwc22rt7	protein_coding
Cwc25	protein_coding
Cwc27	protein_coding
Cwf19l1	protein_coding
Cwf19l2	protein_coding
Cwh43	protein_coding
Cx3cl1	protein_coding
Cx3cr1	protein_coding
Cxadr	protein_coding
Cxcl1	protein_coding
Cxcl10	protein_coding
Cxcl11	protein_coding
Cxcl12	protein_coding
Cxcl13	protein_coding
Cxcl14	protein_coding
Cxcl15	protein_coding
Cxcl16	protein_coding
Cxcl17	protein_coding
Cxcl2	protein_coding
Cxcl3	protein_coding
Cxcl5	protein_coding
Cxcl9	protein_coding
Cxcr1	protein_coding
Cxcr2	protein_coding
Cxcr3	protein_coding
Cxcr4	protein_coding
Cxcr5	protein_coding
Cxcr6	protein_coding
Cxxc1	protein_coding
Cxxc4	protein_coding
Cxxc5	protein_coding
Cyb561	protein_coding
Cyb561a3	protein_coding
Cyb561d1	protein_coding
Cyb561d2	protein_coding
Cyb5a	protein_coding
Cyb5b	protein_coding
Cyb5d1	protein_coding
Cyb5d2	protein_coding
Cyb5r1	protein_coding
Cyb5r2	protein_coding
Cyb5r3	protein_coding
Cyb5r4	protein_coding
Cyb5rl	protein_coding
Cyba	protein_coding
Cybb	protein_coding
Cybc1	protein_coding
Cybrd1	protein_coding
Cyc1	protein_coding
Cycs	protein_coding
Cycs-ps2	processed_pseudogene
Cycs-ps3	processed_pseudogene
Cyct	protein_coding
Cyfip1	protein_coding
Cyfip2	protein_coding
Cygb	protein_coding
Cylc1	protein_coding
Cylc2	protein_coding
Cyld	protein_coding
Cym	protein_coding
Cyp11a1	protein_coding
Cyp11b1	protein_coding
Cyp11b2	protein_coding
Cyp17a1	protein_coding
Cyp19a1	protein_coding
Cyp1a1	protein_coding
Cyp1a2	protein_coding
Cyp1b1	protein_coding
Cyp20a1	protein_coding
Cyp21a1	protein_coding
Cyp21a2-ps	transcribed_unprocessed_pseudogene
Cyp24a1	protein_coding
Cyp26a1	protein_coding
Cyp26b1	protein_coding
Cyp26c1	protein_coding
Cyp27a1	protein_coding
Cyp27b1	protein_coding
Cyp2a12	protein_coding
Cyp2a21-ps	transcribed_unprocessed_pseudogene
Cyp2a22	protein_coding
Cyp2a4	protein_coding
Cyp2a5	protein_coding
Cyp2ab1	protein_coding
Cyp2b10	protein_coding
Cyp2b13	protein_coding
Cyp2b19	protein_coding
Cyp2b23	protein_coding
Cyp2b26-ps	unprocessed_pseudogene
Cyp2b27-ps	transcribed_unprocessed_pseudogene
Cyp2b9	protein_coding
Cyp2c23	protein_coding
Cyp2c29	protein_coding
Cyp2c37	protein_coding
Cyp2c38	protein_coding
Cyp2c39	protein_coding
Cyp2c40	protein_coding
Cyp2c50	protein_coding
Cyp2c52-ps	transcribed_unprocessed_pseudogene
Cyp2c53-ps	lncRNA
Cyp2c54	protein_coding
Cyp2c55	protein_coding
Cyp2c65	protein_coding
Cyp2c66	protein_coding
Cyp2c67	protein_coding
Cyp2c68	protein_coding
Cyp2c69	protein_coding
Cyp2c70	protein_coding
Cyp2c71-ps	processed_pseudogene
Cyp2c72-ps	processed_pseudogene
Cyp2c73-ps	processed_pseudogene
Cyp2d10	protein_coding
Cyp2d11	protein_coding
Cyp2d12	protein_coding
Cyp2d13	protein_coding
Cyp2d22	protein_coding
Cyp2d26	protein_coding
Cyp2d32-ps	unprocessed_pseudogene
Cyp2d33-ps	unprocessed_pseudogene
Cyp2d34	protein_coding
Cyp2d34-ps	unprocessed_pseudogene
Cyp2d35-ps	unprocessed_pseudogene
Cyp2d36-ps	unprocessed_pseudogene
Cyp2d37-ps	transcribed_unprocessed_pseudogene
Cyp2d38-ps	transcribed_unprocessed_pseudogene
Cyp2d39-ps	unprocessed_pseudogene
Cyp2d40	protein_coding
Cyp2d41-ps	unprocessed_pseudogene
Cyp2d67-ps	transcribed_unprocessed_pseudogene
Cyp2d9	protein_coding
Cyp2e1	protein_coding
Cyp2f2	protein_coding
Cyp2g1	protein_coding
Cyp2j11	protein_coding
Cyp2j12	protein_coding
Cyp2j13	protein_coding
Cyp2j14-ps	unprocessed_pseudogene
Cyp2j15-ps	unprocessed_pseudogene
Cyp2j5	protein_coding
Cyp2j6	protein_coding
Cyp2j7	protein_coding
Cyp2j7-ps1	unprocessed_pseudogene
Cyp2j7-ps2	unprocessed_pseudogene
Cyp2j7-ps3	unprocessed_pseudogene
Cyp2j8	protein_coding
Cyp2j9	protein_coding
Cyp2r1	protein_coding
Cyp2s1	protein_coding
Cyp2t4	protein_coding
Cyp2u1	protein_coding
Cyp2w1	protein_coding
Cyp39a1	protein_coding
Cyp3a11	protein_coding
Cyp3a13	protein_coding
Cyp3a16	protein_coding
Cyp3a25	protein_coding
Cyp3a41a	protein_coding
Cyp3a41b	protein_coding
Cyp3a44	protein_coding
Cyp3a57	protein_coding
Cyp3a59	protein_coding
Cyp3a61-ps1	unprocessed_pseudogene
Cyp3a63-ps	transcribed_unprocessed_pseudogene
Cyp46a1	protein_coding
Cyp4a10	protein_coding
Cyp4a12a	protein_coding
Cyp4a12b	protein_coding
Cyp4a14	protein_coding
Cyp4a28-ps	transcribed_unprocessed_pseudogene
Cyp4a29	protein_coding
Cyp4a29-ps1	unprocessed_pseudogene
Cyp4a30-ps	unprocessed_pseudogene
Cyp4a30b	protein_coding
Cyp4a31	protein_coding
Cyp4a32	protein_coding
Cyp4b1	protein_coding
Cyp4b1-ps1	unprocessed_pseudogene
Cyp4b1-ps2	transcribed_unprocessed_pseudogene
Cyp4f13	protein_coding
Cyp4f14	protein_coding
Cyp4f15	protein_coding
Cyp4f16	protein_coding
Cyp4f17	protein_coding
Cyp4f18	protein_coding
Cyp4f37	protein_coding
Cyp4f38-ps	unprocessed_pseudogene
Cyp4f39	protein_coding
Cyp4f40	protein_coding
Cyp4f41-ps	lncRNA
Cyp4v3	protein_coding
Cyp4x1	protein_coding
Cyp4x1os	lncRNA
Cyp51	protein_coding
Cyp7a1	protein_coding
Cyp7b1	protein_coding
Cyp8b1	protein_coding
Cypt1	protein_coding
Cypt12	protein_coding
Cypt14-ps	lncRNA
Cypt15-ps	lncRNA
Cypt2	protein_coding
Cypt3	protein_coding
Cypt4	protein_coding
Cyren	protein_coding
Cyria	protein_coding
Cyrib	protein_coding
Cys1	protein_coding
Cysltr1	protein_coding
Cysltr2	protein_coding
Cysrt1	protein_coding
Cystm1	protein_coding
Cyth1	protein_coding
Cyth2	protein_coding
Cyth3	protein_coding
Cyth4	protein_coding
Cytip	protein_coding
Cytl1	protein_coding
Cyyr1	protein_coding
Czib	protein_coding
D030007L05Rik	lncRNA
D030016M11Rik	lncRNA
D030018L15Rik	lncRNA
D030024E09Rik	lncRNA
D030025E07Rik	lncRNA
D030025P21Rik	lncRNA
D030028A08Rik	lncRNA
D030034A15Rik	lncRNA
D030040B21Rik	lncRNA
D030044L04Rik	lncRNA
D030045P18Rik	lncRNA
D030046N08Rik	lncRNA
D030047H15Rik	lncRNA
D030051J21Rik	lncRNA
D030055H07Rik	lncRNA
D030056L22Rik	protein_coding
D030062O11Rik	TEC
D030068K23Rik	lncRNA
D11Bhm181e	processed_pseudogene
D130004A15Rik	TEC
D130009I18Rik	lncRNA
D130017N08Rik	lncRNA
D130019J16Rik	TEC
D130020L05Rik	lncRNA
D130043K22Rik	protein_coding
D130052B06Rik	lncRNA
D130058E05Rik	lncRNA
D130062J10Rik	lncRNA
D130079A08Rik	lncRNA
D14Ertd670e	lncRNA
D16Ertd472e	protein_coding
D16Ertd519e	lncRNA
D17H6S53E	protein_coding
D17H6S56E-5	lncRNA
D1Pas1	protein_coding
D230022J07Rik	lncRNA
D230030E09Rik	lncRNA
D230049E03Rik	TEC
D2hgdh	protein_coding
D330023K18Rik	lncRNA
D330025C20Rik	TEC
D330037F02Rik	lncRNA
D330041H03Rik	lncRNA
D330046F09Rik	lncRNA
D330050G23Rik	lncRNA
D330050I16Rik	lncRNA
D3Ertd751e	protein_coding
D430001F17Rik	lncRNA
D430018E03Rik	lncRNA
D430019H16Rik	protein_coding
D430020J02Rik	lncRNA
D430036J16Rik	lncRNA
D430040D24Rik	lncRNA
D430040L24Rik	lncRNA
D430041D05Rik	protein_coding
D530014G21Rik	lncRNA
D530017H19Rik	lncRNA
D530018E20Rik	TEC
D530033B14Rik	lncRNA
D530037P16Rik	lncRNA
D530049I02Rik	lncRNA
D5Ertd579e	protein_coding
D5Ertd605e	lncRNA
D5Ertd615e	lncRNA
D630002J18Rik	TEC
D630003M21Rik	protein_coding
D630008O14Rik	lncRNA
D630011A20Rik	lncRNA
D630014O11Rik	lncRNA
D630023F18Rik	protein_coding
D630023O14Rik	TEC
D630024D03Rik	lncRNA
D630030B08Rik	TEC
D630033A02Rik	transcribed_processed_pseudogene
D630033O11Rik	lncRNA
D630036H23Rik	lncRNA
D630039A03Rik	protein_coding
D630044L22Rik	lncRNA
D630045J12Rik	protein_coding
D6Ertd474e	lncRNA
D6Ertd527e	lncRNA
D6Wsu163e	protein_coding
D730002M21Rik	lncRNA
D730003I15Rik	lncRNA
D730003K21Rik	lncRNA
D730005E14Rik	lncRNA
D730044K07Rik	TEC
D730045A05Rik	lncRNA
D730045B01Rik	lncRNA
D730050B12Rik	lncRNA
D7Bwg0826e	TEC
D7Ertd128e	lncRNA
D7Ertd443e	protein_coding
D830005E20Rik	lncRNA
D830013O20Rik	lncRNA
D830024N08Rik	lncRNA
D830025C05Rik	lncRNA
D830026I12Rik	lncRNA
D830030K20Rik	protein_coding
D830032E09Rik	lncRNA
D830035M03Rik	lncRNA
D830036C21Rik	lncRNA
D830039M14Rik	lncRNA
D830044D21Rik	lncRNA
D830050J10Rik	lncRNA
D8Ertd738e	protein_coding
D930003E18Rik	lncRNA
D930007J09Rik	lncRNA
D930007P13Rik	lncRNA
D930015M05Rik	lncRNA
D930019O06Rik	lncRNA
D930020B18Rik	protein_coding
D930028M14Rik	lncRNA
D930030I03Rik	lncRNA
D930032P07Rik	lncRNA
D930036K23Rik	TEC
D930048N14Rik	lncRNA
D9Wsu149	processed_pseudogene
DQ267100	snoRNA
DQ267101	snoRNA
DQ267102	snoRNA
Daam1	protein_coding
Daam2	protein_coding
Dab1	protein_coding
Dab2	protein_coding
Dab2ip	protein_coding
Dach1	protein_coding
Dach2	protein_coding
Dact1	protein_coding
Dact2	protein_coding
Dact3	protein_coding
Dad1	protein_coding
Dag1	protein_coding
Dagla	protein_coding
Daglb	protein_coding
Dalir	lncRNA
Dalrd3	protein_coding
Dancr	lncRNA
Dand5	protein_coding
Dao	protein_coding
Dap	protein_coding
Dap3	protein_coding
Dapk1	protein_coding
Dapk2	protein_coding
Dapk3	protein_coding
Dapl1	protein_coding
Dapp1	protein_coding
Dars1	protein_coding
Dars2	protein_coding
Daw1	protein_coding
Daxx	protein_coding
Dazap1	protein_coding
Dazap2	protein_coding
Dazl	protein_coding
Dbf4	protein_coding
Dbh	protein_coding
Dbhos	lncRNA
Dbi	protein_coding
Dbil5	protein_coding
Dbn1	protein_coding
Dbndd1	protein_coding
Dbndd2	protein_coding
Dbnl	protein_coding
Dbp	protein_coding
Dbpht2	lncRNA
Dbr1	protein_coding
Dbt	protein_coding
Dbx1	protein_coding
Dbx2	protein_coding
Dcaf1	protein_coding
Dcaf10	protein_coding
Dcaf11	protein_coding
Dcaf12	protein_coding
Dcaf12l1	protein_coding
Dcaf12l2	protein_coding
Dcaf13	protein_coding
Dcaf15	protein_coding
Dcaf17	protein_coding
Dcaf4	protein_coding
Dcaf5	protein_coding
